,Order,PID,area,price,MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,AgeofHouse
291,292,909250030,1666,100000,50,RL,9839,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,Ex,Y,SBrkr,894,772,0,1.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,N,0,156,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,60
292,293,909250060,2447,169000,50,RL,9638,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,804.0,804.0,GasA,Ex,Y,SBrkr,1699,748,0,0.0,0.0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1.0,336.0,TA,TA,Y,272,0,42,0,116,0,Not Present,Not Present,Not Present,0,3,2010,WD ,Normal,20
293,294,909281080,2133,257500,50,RL,10452,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,371.0,Gd,Gd,BrkTil,Gd,TA,No,ALQ,426.0,BLQ,252.0,850.0,1528.0,GasA,Ex,Y,SBrkr,1225,908,0,1.0,0.0,1,1,4,1,TA,8,Typ,2,TA,Attchd,1941.0,Unf,1.0,312.0,TA,TA,Y,0,0,86,0,0,0,Not Present,Not Present,Not Present,0,7,2010,WD ,Normal,25
294,295,909426080,2177,215000,90,RL,15600,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,1991,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,TA,Gd,CBlock,TA,TA,No,ALQ,375.0,Unf,0.0,657.0,1032.0,GasA,Ex,Y,SBrkr,1102,1075,0,0.0,0.0,2,1,5,2,TA,11,Typ,0,Not Present,Detchd,1950.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2010,WD ,Normal,19
295,296,909427230,2340,266500,70,RL,9042,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,275.0,Unf,0.0,877.0,1152.0,GasA,Ex,Y,SBrkr,1188,1152,0,0.0,0.0,2,0,4,1,Gd,9,Typ,2,Gd,Attchd,1941.0,RFn,1.0,252.0,TA,TA,Y,0,60,0,0,0,0,Not Present,GdPrv,Shed,2500,5,2010,WD ,Normal,4
296,297,909428280,1902,335000,20,RL,17500,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406.0,Unf,0.0,496.0,1902.0,GasA,TA,Y,SBrkr,1902,0,0,1.0,0.0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2.0,567.0,TA,TA,Y,0,207,162,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,8
297,298,909452114,1652,203135,80,RL,19645,Pave,Not Present,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,GasA,Ex,Y,SBrkr,896,756,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Normal,3
298,299,909455030,1034,185000,120,RM,3907,Pave,Not Present,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747.0,Unf,0.0,235.0,982.0,GasA,Gd,Y,SBrkr,1034,0,0,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,141,36,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,21
299,300,909455040,1191,162500,120,RM,3907,Pave,Not Present,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,76.0,Unf,0.0,1115.0,1191.0,GasA,Gd,Y,SBrkr,1191,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Unf,2.0,531.0,TA,TA,Y,112,81,0,0,0,0,Not Present,Not Present,Not Present,0,3,2010,WD ,Normal,21
300,301,909475140,1801,289000,20,RL,15602,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,Unf,0.0,254.0,1501.0,GasA,TA,Y,SBrkr,1801,0,0,1.0,0.0,2,0,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2.0,484.0,TA,TA,Y,0,54,0,0,161,0,Not Present,GdWo,Not Present,0,3,2010,WD ,Normal,13
301,302,910202060,1154,125500,50,RM,5436,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735.0,Unf,0.0,61.0,796.0,GasA,Gd,Y,SBrkr,796,358,0,1.0,0.0,1,0,3,1,Gd,7,Typ,0,Not Present,Detchd,1922.0,Unf,1.0,240.0,TA,TA,N,0,96,0,0,0,0,Not Present,MnPrv,Not Present,0,5,2010,WD ,Normal,3
302,303,910203250,540,82000,30,RM,8154,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,480.0,Unf,0.0,0.0,480.0,GasA,TA,Y,SBrkr,540,0,0,0.0,0.0,1,0,1,1,TA,4,Typ,0,Not Present,Detchd,1951.0,Unf,1.0,200.0,Fa,Fa,N,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,ConLw,Normal,60
303,304,910205120,1107,110000,50,RM,9140,Pave,Not Present,Reg,HLS,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,BLQ,308.0,Unf,0.0,321.0,629.0,GasA,Fa,Y,SBrkr,727,380,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Detchd,1950.0,Unf,1.0,625.0,TA,TA,Y,0,56,0,0,200,0,Not Present,MnPrv,Not Present,0,4,2010,COD,Normal,35
304,305,911128180,1128,68400,50,C (all),7500,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,FuseA,698,430,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,Not Present,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,30,0,164,0,0,0,Not Present,Not Present,Not Present,0,4,2010,COD,Abnorml,60
305,306,911202100,1178,102776,50,C (all),8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0.0,Unf,0.0,859.0,859.0,GasA,Gd,Y,SBrkr,859,319,0,0.0,0.0,1,0,2,1,TA,7,Typ,0,Not Present,Detchd,1964.0,RFn,1.0,384.0,TA,TA,N,68,0,98,0,0,0,Not Present,Not Present,Not Present,0,1,2010,WD ,Abnorml,60
306,307,911204090,1044,55993,20,C (all),8712,Grvl,Not Present,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,540.0,540.0,GasA,TA,N,FuseA,1044,0,0,0.0,0.0,1,0,2,1,Fa,4,Typ,0,Not Present,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,Not Present,Not Present,Shed,54,6,2010,WD ,Alloca,58
307,308,911204100,952,50138,30,C (all),8712,Grvl,Not Present,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Present,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Alloca,60
308,309,911370510,1646,246000,120,RM,3811,Pave,Not Present,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128,53,0,0,155,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,5
309,310,914467040,1916,254900,60,RL,11050,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0,70,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,11
310,311,914475090,1285,190000,80,RL,9620,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,679.0,Unf,0.0,564.0,1243.0,GasA,TA,Y,SBrkr,1285,0,0,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,TA,Y,375,26,0,0,0,0,Not Present,GdPrv,Shed,80,5,2010,WD ,Normal,33
311,312,914476520,1560,201000,20,RL,9196,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,Ex,Y,SBrkr,1560,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Not Present,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,100,150,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,7
312,313,914478045,1034,169900,80,RL,12328,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,TA,Y,SBrkr,1034,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1976.0,Unf,3.0,888.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,34
313,314,914478110,2048,170000,90,RL,12760,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1958.0,1958.0,GasA,TA,Y,SBrkr,2048,0,0,0.0,0.0,3,0,5,2,TA,9,Typ,0,Not Present,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2010,ConLD,Normal,34
314,315,916125360,1687,160000,20,RL,57200,Pave,Not Present,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,353.0,Rec,334.0,60.0,747.0,GasA,TA,Y,SBrkr,1687,0,0,1.0,0.0,1,0,3,1,TA,7,Min1,2,TA,Detchd,1966.0,Unf,2.0,572.0,TA,TA,N,0,0,50,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Normal,60
315,316,916386010,1346,220000,20,RL,11896,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100,48,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,2
316,317,916386020,1214,179781,20,RL,9803,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1214.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,0,Not Present,Attchd,2010.0,RFn,2.0,520.0,TA,TA,Y,0,25,0,0,0,0,Not Present,Not Present,Not Present,0,1,2010,New,Partial,0
317,318,916386060,1444,174000,60,RL,9802,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,744,700,0,0.0,0.0,2,1,3,1,TA,7,Typ,0,Not Present,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,3
318,319,916386090,1968,269500,60,RL,12003,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,0,0.0,0.0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3.0,680.0,TA,TA,Y,0,75,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,New,Partial,0
319,320,916455170,1894,214900,60,RL,11316,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,Unf,0.0,193.0,817.0,GasA,Ex,Y,SBrkr,824,1070,0,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,510.0,TA,TA,Y,0,40,0,0,0,0,Not Present,Not Present,Not Present,0,2,2010,WD ,Normal,7
320,321,916475110,1908,202900,60,RL,14191,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,Ex,Y,SBrkr,993,915,0,0.0,0.0,2,1,4,1,Gd,9,Typ,0,Not Present,Attchd,2002.0,Fin,2.0,431.0,TA,TA,Y,135,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,8
321,322,921128020,2018,378500,20,RL,13214,Pave,Not Present,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002.0,2002.0,GasA,Ex,Y,SBrkr,2018,0,0,0.0,0.0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,144,76,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,1
322,323,923201020,1264,169000,20,RL,15300,Pave,Not Present,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,42.0,Unf,0.0,1026.0,1068.0,GasA,TA,Y,SBrkr,1264,0,0,1.0,0.0,1,0,2,1,TA,7,Typ,1,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Normal,33
323,324,923202105,1430,173500,20,RL,10114,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,1430,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Not Present,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2010,WD ,Normal,5
324,325,923204150,1824,139000,90,RL,9400,Pave,Not Present,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,912.0,912.0,GasA,TA,Y,SBrkr,912,912,0,0.0,0.0,2,2,4,2,TA,8,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,128,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,39
325,326,923205015,1344,166500,20,RL,11875,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1344.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,2001.0,Unf,2.0,686.0,TA,TA,Y,328,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Normal,11
326,327,923225300,1092,83500,160,RM,1974,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334.0,Unf,0.0,212.0,546.0,GasA,TA,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,Not Present,Attchd,1973.0,RFn,1.0,286.0,TA,TA,Y,120,96,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,37
327,328,923225390,945,119500,120,RM,2394,Pave,Not Present,Reg,Low,AllPub,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,5,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,915.0,Unf,0.0,30.0,945.0,GasA,Ex,Y,SBrkr,945,0,0,1.0,1.0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1973.0,RFn,1.0,253.0,TA,TA,Y,174,0,56,0,108,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,37
328,329,923225440,1112,85000,160,RM,2592,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129.0,BLQ,232.0,175.0,536.0,GasA,TA,Y,SBrkr,536,576,0,0.0,0.0,1,1,3,1,TA,4,Typ,0,Not Present,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,182,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,34
329,330,923226250,1092,76000,160,RM,1476,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,200,26,0,0,0,0,Not Present,Not Present,Not Present,0,3,2010,WD ,Normal,40
330,331,923226320,630,75500,180,RM,1491,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150.0,GLQ,480.0,0.0,630.0,GasA,Ex,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,TA,3,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,96,24,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,38
331,332,923228270,1092,88250,160,RM,1900,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Normal,40
332,333,923228370,1092,85500,160,RM,1890,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,294.0,Unf,0.0,252.0,546.0,GasA,TA,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,Not Present,Attchd,1972.0,Unf,1.0,286.0,TA,TA,Y,0,0,64,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Normal,38
333,334,923230190,874,130000,20,RL,6953,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,469.0,Unf,0.0,395.0,864.0,GasA,Ex,Y,SBrkr,874,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Present,Detchd,1971.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2010,ConLD,Normal,6
334,335,923251080,1188,157900,20,RL,26142,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,TA,TA,No,Rec,593.0,Unf,0.0,595.0,1188.0,GasA,TA,Y,SBrkr,1188,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1962.0,Unf,1.0,312.0,TA,TA,P,261,39,0,0,0,0,Not Present,Not Present,Not Present,0,4,2010,WD ,Normal,48
335,336,923276030,833,149900,20,RL,12887,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,590.0,36.0,833.0,GasA,TA,Y,SBrkr,833,0,0,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Not Present,Attchd,1984.0,Unf,2.0,495.0,TA,TA,Y,431,0,0,0,0,0,Not Present,MnPrv,Not Present,0,4,2010,WD ,Normal,26
